,degree,strength,betweenness,closeness,eigenvector,katz,pagerank,hub,authority,clustering,kcore
ENGINERSIN.NS,278,93.15563785718561,0.0005228416443369714,0.2431604556486032,0.07592436445191882,0.07076904683148987,0.004028085412598859,0.004434065075682627,0.00443406507568263,0.2621881907310046,158
ERIS.NS,29,7.054195320942589,5.446267128510119e-05,0.1432127479387528,0.004634226583370583,-0.00017900491636821007,0.0007414948553102101,0.0002706438492367815,0.00027064384923678153,0.18986107171826674,26
ESCORTS.NS,242,68.56684257015314,0.0,0.21115285860823,0.05580408496517643,0.062469323118424826,0.003024710147087002,0.0032590189725093133,0.0032590189725093125,0.24539542027584343,158
ETERNAL.NS,108,28.264857183255927,4.357013702808095e-05,0.17835129522985757,0.02331887036840472,0.024145063756599177,0.0014869615299673718,0.0013618472732872613,0.0013618472732872624,0.24340505466152593,98
EXIDEIND.NS,327,106.97587606071505,0.008986340762041696,0.26061102304569833,0.07943242325373698,0.07537009276720188,0.004832512464270899,0.004638939507347229,0.004638939507347232,0.21408994923397787,158
NYKAA.NS,42,10.563097850741952,0.0,0.15847772240468677,0.009548371620567722,0.006043541432554592,0.0008555664639779293,0.000557635239201907,0.0005576352392019071,0.27163398970355757,41
FEDERALBNK.NS,235,70.57134019165103,0.0,0.21530589617616316,0.05974466563799591,0.06237885433396022,0.0030511814327564696,0.0034891531496656306,0.0034891531496656298,0.2686169476695166,158
FACT.NS,184,50.89090169525184,0.0,0.20290714952922073,0.04556555691509708,0.051671673277719515,0.002264497782066043,0.0026610778506971754,0.002661077850697175,0.2913074488574599,157
FINCABLES.NS,141,38.6535145042388,0.0,0.18450152253107474,0.03602376098916764,0.03885731516286033,0.0017967061427564797,0.002103826639180645,0.002103826639180644,0.30230597497764095,136
FINPIPE.NS,198,54.618055330055334,0.0,0.19821362825168978,0.04782206364481509,0.054309745240106004,0.002424581899996247,0.0027928602864872283,0.002792860286487227,0.27647396571597604,158
FSL.NS,206,57.266511504764196,0.000686229658192275,0.20157460772779795,0.04636097858823451,0.05246197797259634,0.0026495878822550573,0.002707531337489719,0.0027075313374897198,0.24565267448734132,157
FIVESTAR.NS,13,3.2130214376673383,0.0,0.1396073587408554,0.0029923915145546234,-0.0031272992162799675,0.0005202661321420704,0.00017475890385435292,0.00017475890385435286,0.26798883866755796,12
FORCEMOT.NS,119,31.143425657901854,0.013920658780471863,0.17475962302688247,0.029806460941451986,0.03225643404094138,0.001724962253216646,0.00174072958587473,0.0017407295858747286,0.2993857721992906,116
FORTIS.NS,32,7.81983164806695,0.0,0.1506283022341347,0.007387450535800841,0.003033942043764914,0.0006803599295694268,0.00043143510855295117,0.00043143510855295117,0.2747295586041969,30
GAIL.NS,313,111.40452577874774,0.0031915125373069295,0.2653970970118098,0.08669580454990794,0.07517816778548447,0.004723648212587641,0.005063128837995017,0.00506312883799502,0.2434674026447446,158
GVT&D.NS,49,12.353576956260673,0.0,0.1513539646730071,0.01192990826555496,0.009070725828091436,0.0008117531938316618,0.0006967195573944378,0.0006967195573944378,0.3082609292887922,49
GMRAIRPORT.NS,300,101.09771323489035,0.00010892534257020238,0.25270230357402446,0.07955849594362474,0.07340254483030886,0.004309563753420967,0.004646302288916287,0.004646302288916288,0.24403544452660123,158
GRSE.NS,222,66.96695122272705,0.0002614208221684857,0.2117137395674817,0.05669130001327717,0.059697717867326784,0.002929937016300346,0.0033108332917703557,0.0033108332917703574,0.2779508511743284,158
GICRE.NS,236,70.90961343361019,0.0,0.21716337904211278,0.060234179730926096,0.06335827591161082,0.003051863134711619,0.0035177413026147514,0.00351774130261475,0.27325793052829084,158
GILLETTE.NS,1,0.2754699507110895,0.0,0.1036535591720597,6.7392038943992e-05,-0.007108984903858832,0.0003654622087457154,3.93576802937659e-06,3.935768029376594e-06,0.0,1
GLAND.NS,1,0.2745062198530332,0.0,0.10707702300981048,9.659818214881452e-05,-0.007059989261156459,0.0003629040351815978,5.641438409560075e-06,5.641438409560079e-06,0.0,1
GLAXO.NS,23,5.678493999889513,0.0,0.147153656605891,0.0046969332488189484,-0.0005147255550835423,0.0005974656277754787,0.0002743059863818762,0.00027430598638187616,0.24289218781830885,22
GLENMARK.NS,102,27.322473482594955,0.0003049909591965667,0.1739622620799054,0.021770618570853592,0.021234352689342408,0.0016767905552818921,0.0012714276922549841,0.0012714276922549843,0.2338976091708433,84
MEDANTA.NS,21,5.138216504939718,0.0,0.14946304804286353,0.004571723111985736,-0.0007970535117486846,0.0005770932686090346,0.0002669935788449628,0.0002669935788449627,0.2501709309486557,21
GPIL.NS,3,1.912146393403459,0.009302224255495282,0.10147451432759358,9.840846655389457e-05,-0.007109358486294471,0.002038412014700878,5.747160978534512e-06,5.747160978534512e-06,0.30170779596869884,2
GODFRYPHLP.NS,9,2.15755171319195,0.0,0.14109055808634036,0.0024051681455479687,-0.00403876855141711,0.00043154207130740354,0.000140464423407486,0.000140464423407486,0.30817559530746036,9
GODREJAGRO.NS,190,51.11311334791351,0.0,0.19319263969642034,0.043826400386472335,0.05088628775423401,0.0023257239704738875,0.0025595092267068614,0.0025595092267068605,0.26384956089197886,157
GODREJCP.NS,11,3.864628440300038,0.0,0.11559619924050714,0.00010049357063010933,-0.007452672359927496,0.0009893071257367134,5.868933313808535e-06,5.8689333138085386e-06,0.33628595301571806,10
GODREJIND.NS,23,5.774964744488483,0.0,0.15293845380054602,0.005395338684530868,0.0002968696416108981,0.0005715717234633664,0.0003150936198841399,0.0003150936198841398,0.28773569882053135,23
GODREJPROP.NS,323,104.32728370596524,0.004531294250920419,0.25803174180734534,0.07659725565452401,0.07414644476880085,0.004657150859405648,0.004473362650351104,0.004473362650351103,0.21082579284544925,158
GRANULES.NS,261,75.47330118719341,0.008485284186218765,0.2205381218145861,0.057803163131457044,0.06350767298308063,0.003586861242318091,0.003375767301516107,0.0033757673015161094,0.22336082092618098,158
GRAPHITE.NS,270,82.06855894434183,0.0007951550007624774,0.2275022976407793,0.06585593384116203,0.06868142374146993,0.00359032822162261,0.003846057828465398,0.0038460578284653974,0.246120113182047,158
GRASIM.NS,230,68.74988428243599,0.0019715487005206632,0.21872794808061774,0.05422690172130509,0.05598322250130563,0.0032132143284548287,0.0031669097636922855,0.003166909763692285,0.23846569678075538,157
GRAVITA.NS,197,53.94332942965398,6.535520554212142e-05,0.19534458063362306,0.04589161734778814,0.052316432687309226,0.0024713698828815298,0.0026801201329420673,0.002680120132942066,0.2624848518906146,157
GESHIP.NS,213,60.65313440845817,0.0,0.2037779781487832,0.0520092667140952,0.057369320996633145,0.0026664394890009604,0.003037397478577171,0.0030373974785771712,0.2709808262414237,158
FLUOROCHEM.NS,83,21.466025812068125,0.0,0.1696372540646771,0.020805765359254384,0.020765818731857046,0.0011534522039526088,0.0012150792201986713,0.0012150792201986711,0.30306251286588654,83
GUJGASLTD.NS,252,75.66337234243916,0.0006644445896782344,0.22193139779694152,0.062148290411238906,0.06552109561903885,0.0033371594942841623,0.0036295274384597342,0.003629527438459737,0.25602419551627215,158
GMDCLTD.NS,273,88.25522291725711,0.0,0.23554035238848248,0.07179383794117297,0.0697821914506659,0.0037603814247098998,0.004192837855966118,0.00419283785596612,0.2587474835864514,158
GSPL.NS,47,12.344206469399952,0.0,0.16479980278562653,0.012840182313294623,0.009271918108695324,0.0008052540343576161,0.0007498805471968436,0.0007498805471968434,0.3304809082189098,47
HEG.NS,196,56.145677633831546,2.1785068514040475e-05,0.20205010510103885,0.050211921665800324,0.05482555166552296,0.0024559007287637373,0.00293243058204632,0.0029324305820463185,0.2935902617058099,158
HCLTECH.NS,32,11.629269277709309,2.1785068514040475e-05,0.1609985091978003,0.005517153004633227,-0.0009809379607403114,0.0009063600361739239,0.0003222077080478395,0.0003222077080478395,0.3260148690936662,30
HDFCAMC.NS,321,101.12237510735804,0.0018626233579504606,0.2493524317953463,0.07452603206540116,0.0740939220388501,0.004446279532835534,0.004352400950549515,0.004352400950549514,0.2090323054493075,158
HDFCBANK.NS,108,30.56652655300987,0.0,0.18179303677337308,0.027393383724738107,0.026564881145954164,0.001530855819540441,0.0015998032641492115,0.0015998032641492109,0.30200229240235227,99
HDFCLIFE.NS,78,21.519006713673367,1.0892534257020238e-05,0.1716011911223944,0.01966639884775288,0.017915818522115805,0.0011742247365490541,0.0011485389825092224,0.001148538982509223,0.3067288943627141,77
HFCL.NS,363,129.56478689126962,0.07503866849661242,0.29058478598131954,0.09149801648055544,0.07724498097501949,0.006070542049925189,0.005343583213364804,0.0053435832133648,0.1982528284335161,158
HAPPSTMNDS.NS,115,30.21725167314797,0.0,0.1761614016940797,0.024293827446679402,0.026149536023688167,0.0015761418401306422,0.0014187858220953298,0.00141878582209533,0.2453073164572286,100
HAVELLS.NS,223,62.22969676073811,0.0009694355488748011,0.20764451982507443,0.05028686276612553,0.0567685046249007,0.0028351554783390695,0.002936807223432573,0.0029368072234325724,0.2420152495172921,157
HEROMOTOCO.NS,110,29.386370790437713,0.0008278326035335381,0.17841262794837626,0.024065317510517277,0.024708255953513496,0.001600131084538952,0.0014054405944507263,0.0014054405944507258,0.2500724902746516,97
HSCL.NS,268,80.32904828929583,0.0012199638367862667,0.22637212390946454,0.06280244218359406,0.06644178111356143,0.003701325648674935,0.0036677306101152904,0.0036677306101152913,0.23524892836916603,158
HINDALCO.NS,244,73.44567962440537,0.00027231335642550596,0.22387875113076666,0.05947081706364084,0.06092848875586893,0.0032683465790489083,0.0034731600964693493,0.003473160096469349,0.2442232372430044,158
HAL.NS,299,104.61759858837912,0.0038668496612421846,0.25657086917063326,0.08281746608724591,0.07384787714961724,0.004425741051216595,0.0048366296732920136,0.004836629673292011,0.253072763897077,158
HINDCOPPER.NS,330,115.99007895892349,0.0024834978106006143,0.27180355449306387,0.0879407965361432,0.07622722348073113,0.005013460777713923,0.005135837717753458,0.0051358377177534624,0.22622834078985138,158
HINDPETRO.NS,201,63.66630556615658,1.0892534257020238e-05,0.21592131916846702,0.057111233854174125,0.05528392686879241,0.002749728587750324,0.003335357882676846,0.003335357882676844,0.30547590650716966,158
HINDUNILVR.NS,10,4.097879226275513,0.0,0.11598830989081467,0.00010005128278773428,-0.007434501012508364,0.0010353729792785165,5.843103225016578e-06,5.8431032250165825e-06,0.40485365221809516,10
HINDZINC.NS,117,32.37559681905216,0.0,0.18563491420479958,0.031405515039100815,0.031709693440768044,0.0015670842759263194,0.0018341160762285864,0.0018341160762285864,0.314058955710982,114
POWERINDIA.NS,74,19.230217154756033,0.0,0.1642897490871729,0.018573373568024958,0.01738430302363686,0.0010690615764539762,0.001084705122921907,0.001084705122921907,0.30617954360487143,73
HOMEFIRST.NS,7,1.713919352201448,1.0892534257020238e-05,0.12929454738596538,0.0009555368311820627,-0.00581268820555723,0.0004976031983436528,5.580438535453239e-05,5.5804385354532385e-05,0.15017631045501348,6
HONAUT.NS,66,17.06626251518962,0.0,0.1628331750169561,0.01697336164258602,0.015361473028498636,0.0009871574537838779,0.000991262694388214,0.0009912626943882137,0.3115208931894864,66
HUDCO.NS,289,100.38457973611676,0.0001416029453412631,0.2517234435787674,0.0810980273999816,0.07257228324936893,0.004247254910000973,0.004736212592582635,0.004736212592582636,0.2610296718705392,158
ICICIBANK.NS,105,30.00756206515251,4.357013702808095e-05,0.18672374789192955,0.026413840731103467,0.024816390252678934,0.001541314184340436,0.0015425968929196504,0.00154259689291965,0.29503007933270964,98
ICICIGI.NS,66,17.71002502439258,1.0892534257020238e-05,0.17056181122080688,0.015774486506506653,0.013073497041728473,0.0010438457328916023,0.0009212470886025344,0.0009212470886025347,0.28866292345507993,64
ICICIPRULI.NS,98,26.807948456053726,0.00019606561662636427,0.17568024019807693,0.023777071922501405,0.022934833548046412,0.0014129023486250908,0.0013886067400712106,0.001388606740071211,0.279996999108126,89
IDBI.NS,282,95.58284072519083,0.0021676143171470274,0.24592031512071855,0.07732631981875057,0.0715637440539232,0.004093492540751191,0.0045159407867881385,0.004515940786788138,0.26127806301895234,158
IDFCFIRSTB.NS,291,93.49190279614176,0.0031806200030499096,0.2424805552949128,0.07321189765558855,0.07169448204692763,0.004068089761516191,0.004275654078404231,0.0042756540784042365,0.23947467462119837,158
IFCI.NS,256,79.50380373051568,4.357013702808095e-05,0.22500498760664137,0.06566762371997395,0.06682430636201146,0.003395795938545204,0.0038350603135334643,0.0038350603135334617,0.26308373092080395,158
IIFL.NS,205,56.31740606514662,4.357013702808095e-05,0.19916921574958152,0.04832791210129301,0.05536064948814055,0.002555184456270781,0.00282240238395025,0.0028224023839502482,0.2666605418839156,158
IRCON.NS,299,101.95475250140797,0.0013179966450994488,0.25339619592953055,0.08016818784089728,0.07323554822172695,0.004347915231325097,0.004681908955737123,0.004681908955737121,0.2457191916599343,158
ITC.NS,20,5.400890765509445,0.0005664117813650524,0.141561007146434,0.0018281280750213293,-0.004994947930447731,0.0009538106496416694,0.00010676465861575102,0.00010676465861575107,0.1688434104891189,15
ITI.NS,72,19.56596212368885,0.0,0.1707705437836038,0.019907586643158216,0.017877181802821645,0.001072048572232421,0.0011626246108580106,0.0011626246108580103,0.3346822860517845,72
INDIACEM.NS,189,54.90851854936865,0.0,0.20090733153404333,0.04957797994158543,0.052852999619106424,0.002416763399623171,0.0028954076990804762,0.0028954076990804793,0.29852310473536187,158
INDIAMART.NS,193,52.374109150958525,8.71402740561619e-05,0.19862246831560776,0.04429707384001002,0.05102815698412955,0.0024142238550142266,0.0025869970659195833,0.002586997065919581,0.25965386219491343,157
INDIANB.NS,186,57.51637536471155,0.0,0.20785057813464647,0.05276791023325412,0.05196954180879707,0.002499075740913776,0.003081703081363296,0.003081703081363298,0.3140221653060299,158
IEX.NS,218,62.54308806112196,0.0,0.20978696824467122,0.05372796778652066,0.05858727560730232,0.0027411138601164124,0.0031377714817814603,0.0031377714817814608,0.2699564979443051,158
INDHOTEL.NS,303,92.68154651550687,0.005141276169313552,0.24309712547148923,0.06870771164068769,0.07123106921127918,0.004211648549715884,0.004012604739141113,0.00401260473914111,0.2130353508403614,158
IOC.NS,295,101.58051418945979,0.0019170860292355618,0.2532289877737464,0.08093535602431196,0.07247809529501205,0.004328642587706113,0.004726712408144128,0.004726712408144126,0.25007048546976807,158
IOB.NS,268,89.2306318060657,0.0001742805481123238,0.23630850151201907,0.07380081381765698,0.06925218160165998,0.0037752003845867724,0.004310047419798441,0.004310047419798442,0.268411314513872,158
IRCTC.NS,357,131.0576542801204,0.057534365945580895,0.29418437924322977,0.09450906378616951,0.07733710023857307,0.00593170677581448,0.005519431635612804,0.0055194316356127985,0.20891476620705676,158
IRFC.NS,260,83.5318871039098,0.00011981787682722261,0.23205389195774728,0.06946004190562675,0.06774247488120286,0.0035592068871880406,0.004056541641046399,0.0040565416410464,0.2677565126232953,158
IGL.NS,184,51.00062308475394,3.267760277106071e-05,0.19653352203582608,0.0449797850909427,0.05002714316264352,0.0022995739709392032,0.0026268681420410465,0.002626868142041047,0.27847436029489797,157
INDUSTOWER.NS,220,65.86668866124806,4.357013702808095e-05,0.21434623892373753,0.05623503418418457,0.057790894281144804,0.002878829525014474,0.003284186873422158,0.0032841868734221607,0.26977158239899635,158
INDUSINDBK.NS,86,23.59962967217877,0.0,0.17419841087593635,0.02280808509994102,0.021064712824183703,0.001254394384470634,0.0013320168606599367,0.0013320168606599364,0.31364987604040556,83
NAUKRI.NS,223,62.99612550826173,0.004651112127747641,0.20845835745148875,0.04491421886825194,0.04996409462927803,0.0030573758218134487,0.0026230390036573853,0.002623039003657387,0.2046766075831025,150
INFY.NS,30,11.552408613289916,0.0003158834934535869,0.1611633386676083,0.004339792768932508,-0.0025499658652934462,0.0009263900054752014,0.000253448595735164,0.0002534485957351641,0.3024905651848641,29
INOXWIND.NS,218,62.162232532348774,0.0,0.2060297529615685,0.053798498275520565,0.05954774105148264,0.0027093288222278,0.0031418905386916152,0.003141890538691618,0.27577405402591565,158
INTELLECT.NS,106,27.409853270731457,1.0892534257020238e-05,0.1725425437226204,0.022845936363866035,0.023830557159246524,0.0014571556866841166,0.0013342274154489286,0.001334227415448928,0.24798713143488466,94
INDIGO.NS,179,49.81588190154838,0.0008822952748186393,0.19890730508779939,0.04281729214069103,0.04627864409104552,0.002381279380617123,0.002500576212746162,0.002500576212746162,0.26399757483338526,148
IPCALAB.NS,26,7.190104313608794,4.357013702808095e-05,0.14226431782580398,0.0027261696057565366,-0.0037239061941289216,0.0008226971521888187,0.00015921125618282377,0.0001592112561828238,0.20561796332704288,21
JBCHEPHARM.NS,1,0.2348883090173223,0.0,0.08957647877178884,8.482226221302202e-06,-0.007216841174825374,0.0003812529370039419,4.953711937322589e-07,4.953711937322581e-07,0.0,1
JKCEMENT.NS,167,46.18801292751587,5.446267128510119e-05,0.19312642858209955,0.04010214913058328,0.044053265038081886,0.0021418304934846203,0.0023420089216860352,0.002342008921686034,0.27212827346624474,147
JBMA.NS,160,42.9162447361164,0.0,0.18372353796604682,0.038251940078625334,0.04359030874425146,0.0019728011556572485,0.0022339547101134895,0.0022339547101134878,0.2833804636219345,148
JKTYRE.NS,255,75.05783959105813,0.0020695815088338453,0.21966249159639697,0.06046920065593678,0.06524681381621816,0.0032951653602832465,0.0035314667790565654,0.0035314667790565636,0.24547865304608266,158
JMFINANCIL.NS,250,74.17055901592616,5.446267128510119e-05,0.22022449222022678,0.061071615475523845,0.0656383103384416,0.003225063328767102,0.00356664845666279,0.0035666484566627857,0.25849283598042433,158
JSWENERGY.NS,253,78.39019962621566,0.0,0.22655758696135375,0.06499523809481782,0.06586964508292384,0.0033613610425837236,0.003795792265135326,0.0037957922651353274,0.2623913107762355,158
JSWSTEEL.NS,250,76.45643583088247,0.0004357013702808095,0.22813047224247177,0.060410137968791015,0.06120003261175759,0.003449911155603332,0.0035280174541891165,0.0035280174541891156,0.23797160680408458,158
JPPOWER.NS,218,64.83077271121195,3.267760277106071e-05,0.2092375207995291,0.05584579559195822,0.05956670679061435,0.0028090457144708397,0.0032614549182670813,0.0032614549182670813,0.2842334038212142,158
J&KBANK.NS,255,82.58971172225667,0.0009149728775896999,0.22946681269207317,0.06930579195133504,0.06715139046983777,0.003525453389508049,0.00404753327673294,0.004047533276732941,0.27456284234367423,158
JINDALSAW.NS,261,81.08700949841425,6.535520554212142e-05,0.22786295904342413,0.06672354366658134,0.0684072564789871,0.003467454105208153,0.0038967271814982726,0.0038967271814982682,0.26364659483532055,158
JSL.NS,163,44.638080289269205,0.0,0.1885607535066572,0.04159330452680423,0.04625868955318846,0.002016011662156624,0.0024290940110710917,0.0024290940110710912,0.3030583078465971,155
JINDALSTEL.NS,281,87.28307306859732,0.0,0.23506074975135155,0.06948227430737342,0.07005074283391988,0.003758942437546129,0.0040578400373760225,0.004057840037376021,0.24041949777694968,158
JUBLFOOD.NS,99,25.600101445936488,0.0019061934949785417,0.17860204281593717,0.01893544249075496,0.01858384936376053,0.0015762963533522516,0.001105850339965954,0.0011058503399659534,0.21401229074082465,86
JUBLINGREA.NS,70,18.206356671403917,0.0,0.1663052787416815,0.015432975141139022,0.014447207471060968,0.0010558615963251114,0.0009013024551629722,0.0009013024551629721,0.272475369059325,69
JUBLPHARMA.NS,68,17.18504851702654,0.0,0.16422916077242775,0.015187829109972755,0.01387718192498346,0.0010355022018407479,0.0008869856615607691,0.0008869856615607689,0.2657897819988564,66
JWL.NS,225,69.97717989381447,1.0892534257020238e-05,0.21671406608507005,0.060073088786295525,0.06085316268511305,0.0030035631915549224,0.003508333417059813,0.0035083334170598135,0.2876647091359768,158
JYOTHYLAB.NS,3,0.7095294987893861,0.0,0.11911937516600904,0.000401102205256289,-0.0065784979759983386,0.00044367577684033906,2.342480299894362e-05,2.3424802998943622e-05,0.0955573795013121,3
KPRMILL.NS,7,1.7840677323241507,0.0,0.1325605578364915,0.001347955051019635,-0.005205502070989365,0.0004353218648740846,7.872203420420058e-05,7.872203420420057e-05,0.22444066701555684,7
KEI.NS,86,21.80636100753078,0.0,0.1680445739337835,0.019059548779581832,0.019583640128049466,0.0011919593217275509,0.0011130982815843306,0.0011130982815843308,0.2652651699279063,82
KPITTECH.NS,113,29.833155167617896,0.00013071041108424285,0.1713681119071661,0.023334922885458444,0.024678247377029592,0.0015613109168342043,0.0013627847576608001,0.0013627847576607995,0.23657470162532274,98
KSB.NS,43,10.766576804198987,0.0,0.15882117542479834,0.011299137564437272,0.007952426250879982,0.0007472506166849341,0.0006598818656102544,0.0006598818656102542,0.3214322596474193,43
KAJARIACER.NS,58,14.614691841505874,1.0892534257020238e-05,0.16218562850374973,0.013216141211290463,0.011343212349771573,0.0009317795805521894,0.0007718369538329665,0.0007718369538329662,0.27138870049905567,56
KALYANKJIL.NS,120,31.254081345434297,0.0,0.17516966656565763,0.028051548455482248,0.030628929393413516,0.0015437323056408988,0.0016382407969189044,0.0016382407969189037,0.2737655315550869,113
KARURVYSYA.NS,169,48.68336411945677,0.0,0.19540146680868575,0.044303689876445985,0.04646564965957746,0.002188111558671819,0.002587383449609612,0.0025873834496096125,0.2976548313131223,153
KAYNES.NS,182,50.68462906717487,0.0,0.19560707530950766,0.04413642109490481,0.048709463927991324,0.002286408592204507,0.0025776147716912996,0.0025776147716912966,0.2746413908587614,156
KEC.NS,152,40.55846293577584,0.0,0.18351509106372196,0.0364412266790799,0.040804454154911594,0.0019052646506792152,0.002128207087397737,0.0021282070873977358,0.2793552238637837,140
KFINTECH.NS,140,37.8980361671195,1.0892534257020238e-05,0.18440902095033807,0.03417592883931511,0.03738885663879215,0.001811725106105428,0.0019959112412641622,0.0019959112412641614,0.28561050198832755,131
KIRLOSBROS.NS,193,52.91169214169159,5.446267128510119e-05,0.19303210864803882,0.04579047012244871,0.05199825502233577,0.0023856283152005006,0.002674213025485624,0.0026742130254856244,0.2712316753863895,158
KIRLOSENG.NS,202,57.46190195287132,0.0,0.20037366655079458,0.05013420357960578,0.055190308064264865,0.0025267972333195402,0.0029278917616790785,0.0029278917616790776,0.2807071991573591,158
KOTAKBANK.NS,53,14.245115424112464,3.267760277106071e-05,0.16576670252170064,0.011949220387640324,0.008129157442976874,0.0009596940881306646,0.0006978474062304994,0.0006978474062304995,0.2862593003497293,51
KIMS.NS,2,0.48429556686025177,0.0,0.12064078712002921,0.0004235781607411113,-0.00651574760871905,0.00036767635212229486,2.473742313053459e-05,2.4737423130534588e-05,0.29383867441032185,2
LTF.NS,334,112.70054878311461,0.017275559331634098,0.26683499875070027,0.08269704309668913,0.07592674428308184,0.005051444406768489,0.004829596840279949,0.004829596840279948,0.2129823142431102,158
LTTS.NS,144,40.61708173001723,0.0011655011655011655,0.18868979236751307,0.029389195648634587,0.03143559611984578,0.0020700648995462018,0.0017163608410649144,0.0017163608410649138,0.22663256295792367,114
LICHSGFIN.NS,344,122.85865199279702,0.022275232555606386,0.28136388551827346,0.0901993554414907,0.07696542741449368,0.005466143238912855,0.005267740002821847,0.00526774000282185,0.21567814831955878,158
LTIM.NS,43,14.415860011530372,0.0,0.16475084483017888,0.007239931136264244,0.001670726963230077,0.0010303429340824538,0.00042281981592333525,0.0004228198159233355,0.2691085529669179,39
LT.NS,272,83.92340487171947,0.00011981787682722261,0.23112957141569235,0.06715697666259413,0.06803979334198307,0.0036329079054640543,0.003922040137676996,0.003922040137676994,0.24245902010272713,158
LATENTVIEW.NS,218,60.9247910351884,1.0892534257020238e-05,0.2023369820318081,0.05112239632556795,0.05771569043936865,0.002704815889528901,0.002985603287808334,0.0029856032878083326,0.258684223049971,158
LAURUSLABS.NS,265,76.47178774626074,0.010195412064570943,0.22193887772845944,0.056534014990439564,0.0623455581041963,0.0036730671796177798,0.003301647676168212,0.003301647676168214,0.21120835391837867,158
LEMONTREE.NS,239,69.93613912264703,0.001328889179356469,0.21689412342810444,0.05747161252435779,0.06230369368394714,0.0032351399555363594,0.003356404387142404,0.003356404387142406,0.25534739788735394,158
LICI.NS,291,97.76338463898936,0.0005881968498790928,0.24735539433307152,0.07792673222893977,0.07264413911962689,0.004150438873562614,0.004551005521517822,0.004551005521517825,0.2516248807299879,158
LINDEINDIA.NS,157,41.845880355978714,0.0,0.18402512228607035,0.03774371794401698,0.042875766112622046,0.0019254152240086838,0.0022042739872780307,0.0022042739872780302,0.2859484321088466,146
LODHA.NS,136,37.74936523826713,0.0,0.1940544435895367,0.03486178537970624,0.03632697939399686,0.0017837067381583204,0.002035966005694923,0.0020359660056949204,0.29520297063394924,125
LUPIN.NS,75,21.56101509912856,0.0019061934949785417,0.16993943041017967,0.015154528372461888,0.012015164335720545,0.0015045793185997406,0.0008850408624405221,0.0008850408624405219,0.2309910566856912,63
MMTC.NS,220,65.7838060333493,0.0,0.2120962225328261,0.05625895394239547,0.05930284145093591,0.0028517863561579168,0.0032855838131959384,0.0032855838131959367,0.2791124955913361,158
MRF.NS,136,36.73781775513232,4.357013702808095e-05,0.1870741260375716,0.03194113583191687,0.03457337814133013,0.0017764654628477515,0.0018653969103637066,0.0018653969103637087,0.2725706253476832,122
MGL.NS,232,68.02166821085574,0.00027231335642550596,0.21556183687263156,0.05673909192841542,0.06081156103971138,0.0029776375327647026,0.0033136243913514207,0.003313624391351417,0.2598908458848585,158
MAHSCOOTER.NS,57,14.316971970040058,0.00011981787682722261,0.1632623020477144,0.01229235995012048,0.010255132673693202,0.0009529605901553953,0.0007178871281440354,0.0007178871281440354,0.25607872931672504,56
MAHSEAMLES.NS,235,68.7899916372653,0.0,0.21153150120741346,0.05836698639803858,0.06357743035343003,0.0029691380004279867,0.0034086951906496382,0.0034086951906496356,0.2719254689612766,158
M&MFIN.NS,272,81.49116307966594,0.00039213123325272854,0.22727128220982037,0.06307352405502113,0.06586333263595247,0.003705601203746838,0.003683562084865493,0.003683562084865489,0.22639398312269232,158
M&M.NS,158,44.073444356651926,0.0005446267128510119,0.19293246567029707,0.03412532951442889,0.035537873556224,0.0021977054665617765,0.00199295618591466,0.0019929561859146593,0.2353890925212652,122
MANAPPURAM.NS,250,74.24167985195837,0.0003158834934535869,0.21883881713140074,0.06121172964034466,0.06527031633763236,0.0032049331466940147,0.0035748312755684883,0.003574831275568488,0.25616863143896146,158
MRPL.NS,197,59.40367224204511,0.0002940984249395464,0.20575333101568807,0.05284578167823038,0.054885489527830546,0.0025845366160499846,0.0030862508580494076,0.0030862508580494085,0.3028084647263041,158
MANKIND.NS,6,1.458494169090758,1.0892534257020238e-05,0.13142310790371686,0.0010548092260371613,-0.005723336456810744,0.00045828289247484014,6.160200068110014e-05,6.160200068110018e-05,0.19284026965982495,6
MARICO.NS,12,4.193471531268207,1.0892534257020238e-05,0.11500006434347074,0.00010319016165351578,-0.007488134213422582,0.0010653260164040308,6.02641714876254e-06,6.026417148762547e-06,0.2992001505101265,10
MARUTI.NS,81,21.975510917850883,0.0021240441801189465,0.17024156585580816,0.017688096064027832,0.015627043856988005,0.001326836830806501,0.0010330039583339972,0.001033003958333997,0.26535787261357746,75
MFSL.NS,109,28.89597191399278,8.71402740561619e-05,0.17430936131561817,0.02658187535965829,0.02808457591223019,0.0014502919503748216,0.0015524102971326292,0.0015524102971326292,0.2885501507851202,102
MAXHEALTH.NS,2,0.5396617014484426,0.0,0.13413737454149338,0.0003259764864743304,-0.00681372894797798,0.0003939482699796251,1.9037379694957954e-05,1.903737969495797e-05,0.3164877023532759,2
MAZDOCK.NS,233,70.68730533430646,0.00016338801385530356,0.21608459216940543,0.059741969822331015,0.0622643224560648,0.0030739939147970967,0.0034889957111124514,0.0034889957111124527,0.27301424004567304,158
METROPOLIS.NS,63,16.51720335030279,0.0010674683571879832,0.16492367611524503,0.012529729634330996,0.009958634598490947,0.0011049794408724855,0.0007317497746657604,0.0007317497746657606,0.2377912550029734,57
